tutorial_ev001_pc_22;bạn may mắn !;you're lucky !;;
tutorial_ev001_2_complete;[Hoàn thành hướng dẫn];[Complete the tutorial];;
tutorial_ev001_mobile_1;\mn<\N[13]>Ở đây tôi sẽ hướng dẫn bạn 1 số phím cơ bản;\mn<\N[13]>Here I will teach you some basic keys;;
tutorial_ev001_mobile_2;\mn<\N[13]>Đầu tiên là di chuyển sử dụng cái nút;\mn<\N[13]>First move using the button;;
tutorial_ev001_mobile_3;\I[365], \I[366], \I[367], \I[379];\I[365], \I[366], \I[367], \I[379];;
tutorial_ev001_mobile_4;\mn<\N[13]>Sử dụng phím \I[358] để nhảy;\mn<\N[13]>Use \I[358] key to jump;;
tutorial_ev001_mobile_5;\mn<\N[13]>Sử dụng phím \I[355] để tương tác;\mn<\N[13]>Use the \I[355] key to interact;;
tutorial_ev001_mobile_6;\mn<\N[13]>Sử dụng phím \I[354] để quay lại;\mn<\N[13]>Use the \I[354] key to go back;;
tutorial_ev001_mobile_7;\mn<\N[13]>Sử dụng phím \I[357] để mở túi đồ;\mn<\N[13]>Use the \I[357] key to open the inventory;;
tutorial_ev001_mobile_8;\mn<\N[13]>Sử dụng phím \I[360] để mở giao diện Skill;\mn<\N[13]>Use the \I[360] key to open the Skill interface;;
tutorial_ev001_mobile_9;\mn<\N[13]>Sử dụng phím \I[361] để mở giao diện Trạng thái;\mn<\N[13]>Use the \I[361] key to open the Status view;;
tutorial_ev001_mobile_10;\mn<\N[13]>Tiếp theo là những phím để sử dụng trong;\mn<\N[13]>Next are the keys to use in;;
tutorial_ev001_mobile_11;quá trình chiến đấu.;fighting process.;;
tutorial_ev001_mobile_12;\mn<\N[13]>Sử dụng phím \I[352] để tấn công;\mn<\N[13]>Use the \I[352] key to attack;;
tutorial_ev001_mobile_13;\mn<\N[13]>Sử dụng phím \I[380] để chọn mục tiêu;\mn<\N[13]>Use \I[380] key to select target;;
tutorial_ev001_mobile_14;\mn<\N[13]>Sử dụng phím \I[362] để đổi vũ khí (nếu có);\mn<\N[13]>Use the \I[362] key to change weapons (if any);;
tutorial_ev001_mobile_15;\mn<\N[13]>Sử dụng phím \I[353] để đi đến mục tiêu đã;\mn<\N[13]>Use the \I[353] key to go to the target;;
tutorial_ev001_mobile_16;chọn;selected target;;
tutorial_ev001_mobile_17;\mn<\N[13]>Vậy là đã xong hướng dẫn cơ bản ! Chúc các;\mn<\N[13]>So the basic tutorial is done! Wish you;;
tutorial_ev001_mobile_18;bạn may mắn !;you're lucky !;;
Castle_EV004;;;;
castle_ev004_1;\mn<Knight>Thưa đức vua và hoàng hậu !;\mn<Knight>Dear King and Queen!;;
castle_ev004_2;\mn<Knight>Ngài \N[1] lại trốn khỏi cung điện rồi...;\mn<Knight>Prince \N[1] has escaped palace again…;;
castle_ev004_3;\mn<\N[3]>Thằng nhóc này ! Lại trốn đi đâu nữa vậy ?;\mn<\N[3]>This kid! Where are you hiding again?;;
castle_ev004_4;\mn<\N[3]>Hãy sai người đi kiếm nó về đi !;\mn<\N[3]>Send guard to find it!;;
castle_ev004_5;\mn<Knight>Vâng thưa hoàng hậu...;\mn<Knight>Yes queen...;;
castle_ev004_6;\mn<\N[4]>Khoan ! không cần thiết đâu.;\mn<\N[4]>Wait ! No need.;;
castle_ev004_7;\mn<\N[3]>Chàng ?;\mn<\N[3]>\N[4] ?;;
castle_ev004_8;\mn<\N[4]>Ngươi có thể rời khỏi đây được rồi. Cảm ơn;\mn<\N[4]>You can leave now. Thanks;;
castle_ev004_9;vì thông báo này.;for this announcement.;;
castle_ev004_10;\mn<Knight>Vâng thưa đức vua !;\mn<Knight>Yes, your Majesty!;;
castle_ev004_11;\mn<\N[3]>Chàng ! Sao lại không cho người đi tìm nó ?;\mn<\N[3]>\N[4] ! Why not let guard find it?;;
castle_ev004_12;\mn<\N[4]>Thôi nào \N[3]. \N[1] cũng đâu còn là trẻ;\mn<\N[4]>Come on \N[3]. \N[1] is not children;;
castle_ev004_13;con nữa đâu... Dù sao chúng ta không thể;anymore also we can't stop;;
castle_ev004_14;cản lại nó đâu;him anyway;;
castle_ev004_15;\mn<\N[3]>Nhưng nó là hoàng tử ? Người kế vị tiếp cho;\mn<\N[3]>But he is a prince? The next heir to;;
castle_ev004_16;ngôi vua đấy ?;the throne?;;
castle_ev004_17;\mn<\N[4]>thì. Cứ kệ cho nó khám phá thế giới này đi.;\mn<\N[4]>then. Just let it explore the world.;;
castle_ev004_18;\mn<\N[3]>Chàng xem có ai để hoàng tử của 1 VƯƠNG;\mn<\N[3]>You see who let the prince of a KINGDOM;;
castle_ev004_19;QUỐC đi lởn vởn khắp nơi không ?;roam around?;;
castle_ev004_20;\mn<\N[4]>Ừm thì...;\mn<\N[4]>Well then...;;
castle_ev004_21;\mn<\N[3]>À trừ anh ra. Tại lúc đó anh ẩn thân được;\mn<\N[3]>Ah except you. At that time you was able to hide;;
castle_ev004_22;rồi em còn chẳng biết anh là ai ?;And I don't even know who you are?;;
castle_ev004_23;\mn<\N[3]>Nhưng thằng nhóc này KHÁC ! Nó như kiểu;\mn<\N[3]>But this kid is DIFFERENT! It's like;;
castle_ev004_24;khoe cả thế giới nó là hoàng tử rồi mà ???;show the world he's a prince;;
castle_ev004_25;\mn<\N[4]>Vậy chúng ta sẽ có 1 câu chuyện thú vị mới;\mn<\N[4]>So we have a new interesting story;;
castle_ev004_26;nhỉ ?;right ?;;
castle_ev004_27;\mn<\N[3]>Chàng thật là ...;\mn<\N[3]>\N[4] you really…;;
Moutain_Villager;;;;
moutain_inn_ev003_1;100\G cho một đêm. Bạn có muốn ở lại không ?;100\G for one night. Would you like to say ?;;
moutain_inn_ev003_2;Bạn không có đủ tiền.;You do not have enough money.;;
mountain_villager_hello;Xin chào !;Hello !;;
mountain_door_lock;[Khóa];[Locked];;
moutain_ev019_1;Ồ cháu đến gặp \N[5] à ? Ngài ấy đang ở trong nhà đó.;Oh you came to see \N[5]? He is in that house.;;
moutain_quest_1;Chưa thể vào đây khi chưa hoàn thành nhiệm vụ.;You can't enter here without completing the quest.;;
Discord_EV001;;;;
discord_ev001_1;Game vẫn đang trong quá trình phát triển ! Cảm ơn mọi;The game is still in development! Thank you all;;
discord_ev001_2;người đã chơi ! Nếu có lỗi hay muốn thêm 1 chức năng;who played ! If there is an error or want to add a function;;
discord_ev001_3;nào đó hãy tham gia discord !;please join the discord !;;
TombCave_EV009;;;;
tombcave_ev009_1_1;\mn<\N[1]>Có 1 quý cô nào cần sự giúp đỡ sao !;\mn<\N[1]>Is there a lady in need for help?;;
tombcave_ev009_1_2;\mn<\N[1]>Khoan đã ...;\mn<\N[1]>Hold on...;;
tombcave_ev009_1_3;\mn<\N[1]>Ngươi là cái gì vậy ?;\mn<\N[1]>Who are you?;;
tombcave_ev009_1_4;\mn<\N[1]>Hoho ! Ngươi dám tiếp cận \N[1] này sao ?;\mn<\N[1]>Hoho ! Do you dare approach this \N[1]?;;
tombcave_ev009_1_5;\mn<\N[1]>Dù không phải là người nhưng dám đụng vào;\mn<\N[1]>Even though you not a person. you dare to touch;;
tombcave_ev009_1_6;quý cô thì ta cũng càng thêm có lý do không;Ladies. so I have more reason to;;
tombcave_ev009_1_7;nương tay đó !;not take it easy!;;
tombcave_ev009_2_1;Bạn cần đánh bại đối thủ để tiếp tục;You need to beat your opponent to continue;;
tombcave_ev009_2_2;\mn<\N[1]>Xin chào ?;\mn<\N[1]>Hello ?;;
tombcave_ev009_2_3;\mn<\N[1]>Đừng lo ! Tôi đã xử lý thứ đó rồi !;\mn<\N[1]>Don't worry! I took care of that already!;;
tombcave_ev009_2_4;\mn<\N[1]>Hả ? Nãy rõ ràng kêu cứu to lắm mà ta ?;\mn<\N[1]>Huh? It's obvious that you're crying out loud for help. isn't it?;;
tombcave_ev009_2_5;\mn<\N[1]>Đừng bảo là...;\mn<\N[1]>Don't tell me...;;
tombcave_ev009_2_6;\mn<???>Đó là cách anh nói chuyện với phụ nữ à ?;\mn<???>Is that how you talk to women?;;
tombcave_ev009_2_7;\mn<\N[1]>Xin lỗi ! Tại chờ mãi cô không trả lời.;\mn<\N[1]>Sorry ! Because I didn't hear you answer.;;
tombcave_ev009_3_1;\mn<\N[1]>Hả ? Cô là ... người bán thú à ?;\mn<\N[1]>Huh? Are you... A half human/animal ?;;
tombcave_ev009_3_2;\mn<???>Người bán thú ?;\mn<???>half human/animal ?;;
tombcave_ev009_3_3;\mn<???>Anh đang nói gì vậy ?;\mn<???>What are you talking about?;;
tombcave_ev009_3_4;\mn<\N[1]>Cô á ?;\mn<\N[1]>You?;;
tombcave_ev009_3_5;\mn<???>Tôi ? Người bán thú ?;\mn<???>Me ? Half human/animal?;;
tombcave_ev009_3_6;\mn<???>Anh không biết tôi là người của tộc ;\mn<???>You didn't know I was a member of the tribe;;
tombcave_ev009_3_7;\C[1]\TM[foxTribe][Gentle Fox Caste]\TM\C[0] hả ?;\C[1]\TM[foxTribe][Gentle Fox Caste]\TM\C[0] huh?;;
tombcave_ev009_3_8;\mn<\N[1]>Genle gì cơ ?;\mn<\N[1]>Genle what?;;
tombcave_ev009_3_11;\mn<\N[1]>Dài quá tôi không nhớ được;\mn<\N[1]>So long I can't remember;;
tombcave_ev009_3_12;\mn<???>Tại sao tộc \C[8]\TM[pureTribe][Pure Stalker]\TM\C[0] lại sử;\mn<???>Why does the \C[8]\TM[pureTribe][Pure Stalker]\TM\C[0] clan use;;
tombcave_ev009_3_13;dụng được ma pháp ?;can use magic?;;
tombcave_ev009_3_14;\mn<\N[1]>Hả Pure gì cơ ?;\mn<\N[1]>Pure what?;;
tombcave_ev009_3_16;\mn<\N[1]>Tôi á ?;\mn<\N[1]>Me ?;;
tombcave_ev009_3_17;\mn<???>Đúng vậy ? Anh là người của tộc;\mn<???>That's right? You are a member of the clan;;
tombcave_ev009_3_18;\C[8]\TM[pureTribe][Pure Stalker]\TM\C[0];\C[8]\TM[pureTribe][Pure Stalker]\TM\C[0];;
tombcave_ev009_3_19;phải không ?;right ?;;
tombcave_ev009_3_20;\mn<\N[1]>Tôi chỉ biết tôi là con người thôi.;\mn<\N[1]>I just know I'm human.;;
tombcave_ev009_3_21;\mn<???>Con người ?;\mn<???>Human ?;;
tombcave_ev009_3_22;\mn<???>Kỳ lạ thật đấy;\mn<???>That's weird;;
tombcave_ev009_3_23;\mn<\N[1]>Tôi mới là người thấy kỳ lạ ở đây !;\mn<\N[1]>I'm the one who finds this weird!;;
tombcave_ev009_3_24;\mn<\N[1]>Được rồi tại sao trông cô lại lông lá như;\mn<\N[1]>Okay why do you look so hairy like;;
tombcave_ev009_3_25;này cô không phải con người và cũng không;this you're not human and neither are you;;
tombcave_ev009_3_26;phải người bán thú nhỉ ?;Is it the half human/animal?;;
tombcave_ev009_3_27;\mn<???>Là 1 \C[8]\TM[pureTribe][Pure Stalker]\TM\C[0] câu hỏi đó khá;\mn<???>Is 1 \C[8]\TM[pureTribe][Pure Stalker]\TM\C[0] that question is quite;;
tombcave_ev009_3_28;là thiếu tế nhị đó.;that is lack of tact.;;
tombcave_ev009_3_29;\mn<\N[1]>Xin lỗi ! Tôi chưa bao giờ gặp thể loại;\mn<\N[1]>Sorry ! I've never met the genre;;
tombcave_ev009_3_30;người như cô bao giờ...;people like you before...;;
tombcave_ev009_3_31;\mn<???>Dù sao cũng xin phép được giới thiệu tên ;\mn<???>Anyway. may I introduce my name;;
tombcave_ev009_3_32;tôi là \N[2];I am \N[2];;
tombcave_ev009_3_33;\mn<\N[2]>Tân pháp sư hỏa thần của tộc ;\mn<\N[2]>The new fire god mage of tribe;;
tombcave_ev009_3_34;\C[1]\TM[foxTribe][Gentle Fox Caste]\TM\C[0] ;\C[1]\TM[foxTribe][Gentle Fox Caste]\TM\C[0];;
tombcave_ev009_3_35;đời kế tiếp ?;next gene?;;
tombcave_ev009_3_36;\mn<\N[1]>Câu sau có cần thiết không ?;\mn<\N[1]>Is the following sentence necessary?;;
tombcave_ev009_3_37;\mn<\N[2]>Tôi đang trên nhiệm vụ đi khai thác nguồn ;\mn<\N[2]>I'm on a mission discover;;
tombcave_ev009_3_38;gốc tinh thể xuất hiện gần đây.;recently appeared crystalline base.;;
tombcave_ev009_3_39;\mn<\N[1]>Tinh thể ?;\mn<\N[1]>Crystal ?;;
tombcave_ev009_3_40;\mn<\N[2]>Còn anh thì sao ? Tại sao 1;\mn<\N[2]>How about you? Why 1;;
tombcave_ev009_3_41;\C[8]\TM[pureTribe][Pure Stalker]\TM\C[0];\C[8]\TM[pureTribe][Pure Stalker]\TM\C[0];;
tombcave_ev009_3_42;vào đây làm gì ?;What do you do in here?;;
tombcave_ev009_3_43;\mn<\N[1]>Tên tôi là \N[1] và tôi cũng chả biết tại;\mn<\N[1]>My name is \N[1] and I don't know;;
tombcave_ev009_3_44;sao tôi xuất hiện ở đây luôn. Đột nhiên bla;why I appear here? Suddenly bla;;
tombcave_ev009_3_45;mấy vòng tròn xuất hiện và bùm tôi ở đây;circles appear and boom I'm here;;
tombcave_ev009_3_46;\mn<\N[2]>Vòng tròn à ? Gần đây xung quanh làng tôi;\mn<\N[2]>Circle ? Recently around village;;
tombcave_ev009_3_47;cũng xuất hiện nhiều vật phẩm kỳ lạ mà tôi;also appeared many strange items that I;;
tombcave_ev009_3_48;cũng không rõ từ đâu.;Not sure from where.;;
tombcave_ev009_3_49;\mn<\N[2]>Chúng thường xuất hiện khi vòng tròn xuất;\mn<\N[2]>They usually appear when the circle appears;;
tombcave_ev009_3_50;hiện. Việc này vẫn cần nghiên cứu thêm.;This still needs further study.;;
tombcave_ev009_3_51;\mn<\N[2]>Dù sao cũng cảm ơn vì đã giúp tôi. tôi vẫn;\mn<\N[2]>Anyway thanks for helping me. I still;;
tombcave_ev009_3_52;hơi thắc mắc là sao 1 \C[8]\TM[pureTribe][Pure Stalker]\TM\C[0] ;I wonder why 1 \C[8]\TM[pureTribe][Pure Stalker]\TM\C[0];;
tombcave_ev009_3_53;như anh lại đánh bại được thứ đó;like you beat that thing;;
tombcave_ev009_3_54;\mn<\N[1]>Thứ nhất: Tôi không phải cái thứ Pure gì;\mn<\N[1]>First: I'm not a pure thing;;
tombcave_ev009_3_55;đó mà cô nói.;that's what you said.;;
tombcave_ev009_3_56;\mn<\N[1]>Thứ hai: Giờ tôi mới để ý cái thứ mà tôi;\mn<\N[1]>Second: Now I'm noticing What I;;
tombcave_ev009_3_57;vừa hạ á ? Nó nhìn khá giống cô ? Nó cần ;just defeat? Does it look a bit like you? It needs;;
tombcave_ev009_3_58;gì ở cô vậy ? Năng lượng pháp sư gì đó à ?;something belong to you? Magical energy or something?;;
tombcave_ev009_3_59;\mn<\N[2]>Không... Nó...;\mn<\N[2]>No... It...;;
tombcave_ev009_3_60;\mn<\N[2]>Nó định sử dụng tôi để cho mục đích sinh;\mn<\N[2]>It intends to use me for birth purposes;;
tombcave_ev009_3_61;sản...;product...;;
tombcave_ev009_3_62;\mn<\N[1]>Ồ;\mn<\N[1]>Oh;;
tombcave_ev009_3_63;\mn<\N[2]>Được rồi ! Cảm ơn anh vì đã cứu tôi vậy;\mn<\N[2]>Okay! Thank you for saving me;;
tombcave_ev009_3_64;nên làm ơn đừng hỏi thêm gì nữa.;so please don't ask any more questions.;;
tombcave_ev009_3_65;\mn<\N[1]>May quá tôi cứ tưởng nó định ăn thịt cô cơ.;\mn<\N[1]>Luckily I thought it was going to eat you.;;
tombcave_ev009_3_66;Nếu vậy sẽ rất là kỳ đấy.;If so. that would be wierd.;;
tombcave_ev009_3_67;\mn<\N[2]>Nghiêm túc sao cái tên kia ! Tốt nhất anh;\mn<\N[2]>Seriously. that guy! You;;
tombcave_ev009_3_68;không nói gì thì hơn.;better say nothing.;;
tombcave_ev009_3_69;\mn<\N[1]>Thôi được rồi ! Tôi cũng không muốn tưởng;\mn<\N[1]>All right! I also don't want to thinking;;
tombcave_ev009_3_70;tượng thêm đâu.;more about that?;;
tombcave_ev009_3_71;\mn<\N[2]>Anh !;\mn<\N[2]>You !;;
tombcave_ev009_3_72;\mn<\N[2]>Mặc kệ anh thích làm gì thì làm. Tôi về;\mn<\N[2]>Whatever you like to do. do it. I'm back;;
tombcave_ev009_3_73;làng đây.;village.;;
tombcave_ev009_3_74;\mn<\N[1]>Khoan cô định bỏ tôi ở đây à ?;\mn<\N[1]>Wait are you going to leave me here?;;
tombcave_ev009_3_75;\mn<\N[2]>Ý anh là sao ? Anh là 1 ;\mn<\N[2]>What do you mean? You is 1;;
tombcave_ev009_3_76;\C[8]\TM[pureTribe][Pure Stalker]\TM\C[0] tôi;\C[8]\TM[pureTribe][Pure Stalker]\TM\C[0];;
tombcave_ev009_3_77;không thể đi cùng anh được;I can't go with you;;
tombcave_ev009_3_78;\mn<\N[1]>Tôi không phải người thuộc cái tộc đó nhưng;\mn<\N[1]>I'm not from that race but;;
tombcave_ev009_3_79;mà nói thế cũng xúc phạm những người tộc đó;but saying that also insults those ethnic people;;
tombcave_ev009_3_80;lắm nhé !;very well!;;
tombcave_ev009_3_81;\mn<\N[1]>Với lại tôi cũng đang không biết hiện tại;\mn<\N[1]>Also I don't know where am I;;
tombcave_ev009_3_82;mình đang ở đâu ?;right now?;;
tombcave_ev009_3_83;\mn<\N[1]>Và tôi thực sự áy náy nếu như cô bị bắt lần;\mn<\N[1]>And I would really regret if she was caught again;;
tombcave_ev009_3_84;nữa đó !; ;;
tombcave_ev009_3_85;\mn<\N[2]>Đó chỉ là tại nạn thôi ! Không có lần 2 đâu;\mn<\N[2]>It was just an accident! There is no second time;;
tombcave_ev009_3_86;\mn<\N[1]>Um sao cũng được !;\mn<\N[1]>Um whatever !;;
tombcave_ev009_3_87;\mn<\N[2]>Tôi sẽ đưa anh đi với 1 điều kiện !;\mn<\N[2]>I will take you with one condition !;;
tombcave_ev009_3_88;\mn<\N[1]>Điều kiện ?;\mn<\N[1]>Condition ?;;
tombcave_ev009_3_89;\mn<\N[2]>Anh có thể nhận là nô lệ của tôi;\mn<\N[2]>Can you be my slave;;
tombcave_ev009_3_90;khi vào làng được không ?;when enter the village?;;
tombcave_ev009_3_91;\mn<\N[1]>Hả ? Đó là cách cô cảm ơn tôi sao ?;\mn<\N[1]>Huh? Is that your way of thanking me?;;
tombcave_ev009_3_92;\mn<\N[2]>Thực sự xin lỗi anh ! Nhưng mà nếu anh muốn;\mn<\N[2]>I'm really sorry! But if you want;;
tombcave_ev009_3_93;đi cùng tôi thì anh cần phải làm vậy ! Tôi;Come with me. you need to do it! I;;
tombcave_ev009_3_94;hứa nó chỉ là tên gọi thôi sẽ không có gì;promise it's just a name. nothing will happen;;
tombcave_ev009_3_95;\mn<\N[2]>Quá nghiêm trọng đâu !;\mn<\N[2]>Too serious!;;
tombcave_ev009_3_96;\mn<\N[1]>Sao cô không coi tôi là 1 người quen tạm;\mn<\N[1]>Why don't you consider me a temporary acquaintance;;
tombcave_ev009_3_97;hoặc 1 người bạn cho nhanh ?;or 1 friend?;;
tombcave_ev009_3_98;\mn<\N[2]>Thực sự nó không đơn giản như cách anh nghĩ;\mn<\N[2]>It's really not as simple as you think;;
tombcave_ev009_3_99;đâu...; ;;
tombcave_ev009_3_100;\mn<\N[1]>Thôi được rồi ! Tôi sẽ tạm chấp nhận điều;\mn<\N[1]>All right! I will temporarily accept this;;
tombcave_ev009_3_101;kiện này ! Vì hiện tại tôi đang chưa biết;this case! Because right now I don't know;;
tombcave_ev009_3_102;mình đang ở đâu.;where am I?;;
tombcave_ev009_3_103;\mn<\N[1]>Tôi sẽ không làm theo bất kỳ yêu cầu gì của;\mn<\N[1]>I will not follow any request of;;
tombcave_ev009_3_104;cô đâu !;from you!;;
tombcave_ev009_3_105;\mn<\N[2]>Cảm ơn anh rất nhiều.;\mn<\N[2]>Thank you very much.;;
tombcave_ev008_1;\mn<\N[1]>Chết tiệt ...;\mn<\N[1]>Damn it...;;
tombcave_ev008_2;\mn<\N[1]>Mình mất dấu cô ấy rồi...;\mn<\N[1]>I lost track of her...;;
tombcave_ev008_3;\mn<???>Cứu !!!;\mn<???>Help!!!;;
tombcave_ev008_4;\mn<\N[1]>Tiếng hét từ đó !;\mn<\N[1]>Scream from there!;;
tombcave_ev008_5;\mn<\N[1]>Được rồi \N[1] mày phải gây ấn tượng tốt;\mn<\N[1]>Okay \N[1] you have to make a good;;
tombcave_ev008_6;với quý cô ngươi chuẩn bị cứu nào !;impression with the lady prepare to save!;;
tombcave_ev0017_1;\mn<\N[1]>Khốn khiếp !;\mn<\N[1]>Damn !;;
tombcave_ev0017_2;\mn<\N[1]>Chuyện quái gì xảy ra vậy ?;\mn<\N[1]>What the hell happened?;;
tombcave_ev0017_3;\mn<\N[1]>Đây là đâu vậy nhỉ ?;\mn<\N[1]>Where is this place?;;
tombcave_ev0017_4;\mn<???>Cứu !!!;\mn<???>Help!!!;;
tombcave_ev0017_5;\mn<\N[1]>Giọng nói đó !;\mn<\N[1]>That voice !;;
tombcave_ev0017_6;\mn<\N[1]>Của 1 người quý cô ?;\mn<\N[1]>Of a lady ?;;
tombcave_ev0017_7;\mn<\N[1]>Có người quý cô đang cần sự giúp đỡ !;\mn<\N[1]>There is a lady in need of help !;;
tombcave_ev0017_8;\mn<\N[1]>Làm sao mình có thể làm ngơ việc này được;\mn<\N[1]>How can I ignore this;;
tombcave_ev0017_9;chứ; ;;
tombcave_ev0017_10;\mn<\N[1]>Chờ tôi ! Quý cô với giọng nói ngọt ngào;\mn<\N[1]>Wait for me ! Lady with sweet voice;;
tombcave_ev0017_11;kia !; ;;
Hall_EV001;;;;
hall_ev001_1_1;\mn<???>Này các ngươi có trò gì vui vậy ?;\mn<???>Hey everyone something cool around here?;;
hall_ev001_1_2;\mn<???>Im lặng nào \N[8] ta đang cố tập trung.;\mn<???>Be quiet \N[8] we're trying to focus.;;
hall_ev001_1_3;\mn<\N[8]>Mấy ngươi đúng là chả gì trò gì vui cả.;\mn<\N[8]>You guys are really boring.;;
hall_ev001_1_4;\mn<???>Nhìn tên đó hơi quen quen. Các ngươi kiếm;\mn<???>That guy looks familiar. Where you;;
hall_ev001_1_5;đâu ra tên để thí nghiệm đó vậy ?;seek that guy for experiment?;;
hall_ev001_1_6;\mn<???>1 trong những người của quân cách mạng đó.;\mn<???>1 of the revolutionaries.;;
hall_ev001_1_7;Ngạc nhiên không ?;Surprised?;;
hall_ev001_1_8;\mn<???>Tên khốn kia sao ngươi rảnh rỗi đến nỗi;\mn<???>You bastard why are you so free;;
hall_ev001_1_9;đụng vào quân cách mạng vậy ?;to touching the revolutionary army?;;
hall_ev001_1_10;\mn<???>Đừng hỏi ta ? Hỏi \N[9] ý ! Đây là ý;\mn<???>Don't ask me? Ask \N[9] ! This is;;
hall_ev001_1_11;kiến của hắn.;his idea.;;
hall_ev001_1_12;\mn<???>\N[9] ?;\mn<???>\N[9] ?;;
hall_ev001_1_13;\mn<\N[9]>Xin lỗi \N[11] tên này thực sự đáng giá;\mn<\N[9]>Sorry \N[11] this name is really worth;;
hall_ev001_1_14;trong đợt thử nghiệm này.;in this test.;;
hall_ev001_1_15;\mn<\N[11]>Ngươi không thể tự ý ra tay vụ này được !;\mn<\N[11]>You can't do this on your own!;;
hall_ev001_1_16;Ngươi biết ta là người của quân cách mạng;You know I'm a revolutionary;;
hall_ev001_1_17;mà ?;right ?;;
hall_ev001_1_18;\mn<\N[11]>Đây sẽ là khiêu chiến với quân cách mạng;\mn<\N[11]>This will be challenging the revolutionary;;
hall_ev001_1_19;đấy !;army;;
hall_ev001_1_20;\mn<???>Nếu không ai biết thì sao ?;\mn<???>What if no one knows?;;
hall_ev001_1_21;\mn<\N[11]>\N[10] ý ngươi là sao ?;\mn<\N[11]>\N[10] what do you mean?;;
hall_ev001_1_22;\mn<\N[10]>Ngươi nghĩ rằng ta sẽ đi xử lý 1 tên và để;\mn<\N[10]>You think I'll go take care someone and;;
hall_ev001_1_23;cho chúng biết sao ?;let them know?;;
hall_ev001_1_24;\mn<\N[11]>Dù biết hay không các ngươi không thể tự;\mn<\N[11]>Whether you know it or not you can't;;
hall_ev001_1_25;ý hại người của ta được ?;harm our people?;;
hall_ev001_1_26;\mn<\N[10]>Đã bảo rồi đừng hỏi ta. Hỏi \N[9] ý đây;\mn<\N[10]>I told you not to ask me. Ask \N[9] it;;
hall_ev001_1_27;là ý kiến của hắn.;his idea.;;
hall_ev001_1_28;\mn<\N[9]>Thôi nào \N[11] mất 1 tên thôi cũng có gì;\mn<\N[9]>Come on \N[11] lose 1 guy is nothing;;
hall_ev001_1_29;quan trọng đâu.;too important.;;
hall_ev001_1_30;\mn<\N[9]>Dù sao ngươi cũng chỉ tính lợi dụng chúng;\mn<\N[9]>You're just trying to take advantage of;;
hall_ev001_1_31;thôi mà ?;them anyway?;;
hall_ev001_1_32;\mn<\N[11]>Ta biết nhưng chúng vẫn còn quan trọng với;\mn<\N[11]>I know but they are still important to;;
hall_ev001_1_33;ta mà ?;me?;;
hall_ev001_1_34;\mn<???>Thôi nào \N[11] dù sao thì hắn cũng đã ;\mn<???>Come on \N[11] he already;;
hall_ev001_1_35;chết rồi.;dead.;;
hall_ev001_1_36;\mn<\N[11]>Đừng có nhảy vào mồm người khác \N[12] ;\mn<\N[11]>Don't jump in someone's mouth \N[12];;
hall_ev001_1_37;ngươi thừa biết độ nguy hiểm của việc này;you know how dangerous this is;;
hall_ev001_1_38;mà ?;right ?;;
hall_ev001_1_39;\mn<\N[12]>Tất cả chúng ta đều vì 1 mục tiêu mà. Để;\mn<\N[12]>We are all for the same goal. To;;
hall_ev001_1_40;đạt được mục tiêu đó sự hy sinh của chúng;achieve that goal their sacrifice;;
hall_ev001_1_41;là chuyện hiển nhiên.;is obvious.;;
hall_ev001_1_42;\mn<\N[8]>Phải công nhận \N[12] nói lúc nào cũng có;\mn<\N[8]>Must admit \N[12] says it's always;;
hall_ev001_1_43;lý.;makes sense.;;
hall_ev001_1_44;\mn<\N[11]>Sao giờ thêm cả ngươi vậy \N[8] từ đầu;\mn<\N[11]>Why include you now \N[8] from beginning;;
hall_ev001_1_45;đến cuối ngươi còn chẳng hiểu gì mà.;in the end you don't understand anything.;;
hall_ev001_1_46;\mn<\N[11]>Mà \N[10] tự nhiên ngươi nghe theo lời;\mn<\N[11]>But \N[10] naturally you obey;;
hall_ev001_1_47;chúng là sao ?;to they?;;
hall_ev001_1_48;\mn<\N[10]>Đừng hiểu nhầm !;\mn<\N[10]>Don't misunderstand !;;
hall_ev001_1_49;\mn<\N[12]>\N[9] sẽ trả 20000 \G cho việc này;\mn<\N[12]>\N[9] will pay 20000 \G for this;;
hall_ev001_1_50;\mn<\N[9]>Hả cô cũng tham gia mà ?;\mn<\N[9]>Did you also participate?;;
hall_ev001_1_51;\mn<\N[12]>Nhưng tôi có đưa ra đề nghị đâu.;\mn<\N[12]>But I'm not making suggestions.;;
hall_ev001_1_52;\mn<\N[9]>Hả ???;\mn<\N[9]>Huh ???;;
hall_ev001_1_53;\mn<\N[12]>Được rồi chúng ta tập chung vào việc chính;\mn<\N[12]>Okay let's focus on the main;;
hall_ev001_1_54;nào.;thing.;;
hall_ev001_1_55;\mn<\N[11]>Chúng ta có nên lo về việc này không ?;\mn<\N[11]>Should we worry about this?;;
hall_ev001_1_56;\mn<\N[8]>Ngươi không tin tưởng quý cô \N[12] à ?;\mn<\N[8]>You don't trust lady \N[12]?;;
hall_ev001_1_57;\mn<\N[11]>Hên xui.;\mn<\N[11]>Half a half.;;
hall_ev001_2_1;\mn<\N[9]>Thành công rồi ! Cuối cùng chúng ta cũng;\mn<\N[9]>Successful! We finally;;
hall_ev001_2_2;có thể thực hiện mục tiêu đó.;can accomplish that goal.;;
hall_ev001_3_1;\mn<\N[9]>Gì vậy ?;\mn<\N[9]>What?;;
